"","geo.time","variable","airtransport","fertility_rate","gdp_pps","hr_science_tech","life_expectancy","material_depreviation","motorway","unemployment_rate","population_density","risk_poverty","tertiary_education","tourism_bed_places"
"576","País Vasco","X2017","5330","1.35","36300","57.1","84","3.7","496","11.3","301.7","9.7","49.7","1181"
"577","Piemonte","X2009","3208","1.43","27100","32","81.7","5.7","817","6.8","175.3","10.6","13.7","4960"
"578","Piemonte","X2010","3541","1.44","28100","32.2","82.2","4.7","821","7.5","175.5","13.2","14.1","5131"
"579","Piemonte","X2011","3921","1.45","28900","33.1","82.3","7.8","821","7.6","175.4","13.2","14","5292"
"580","Piemonte","X2012","3740","1.45","28300","32.6","82.4","7.3","821","9.2","175.6","12.9","15.2","5536"
"581","Piemonte","X2013","3435","1.41","28200","34.2","82.7","5","821","10.5","173.5","11.1","15.9","5739"
"582","Piemonte","X2014","3650","1.4","28200","34.3","83.2","5.3","821","11.3","178.2","13.8","16.2","5956"
"583","Piemonte","X2015","3779","1.36","29500","34.6","82.5","6.6","829","10.2","177.6","11.9","16.6","6303"
"584","Piemonte","X2016","3938","1.35","30300","34.4","83.3","10.2","830","9.3","176.9","14.2","17","6480"
"585","Piemonte","X2017","4186","1.34","30700","35.5","83","9","830","9.1","174.3","14","18.1","6704"
"586","Pohjois- ja Itä-Suomi","X2009","2062","2.11","22600","39.8","79.6","3.3","98","10.5","6.4","16.7","32.4","590"
"587","Pohjois- ja Itä-Suomi","X2010","1992","2.1","23800","40.8","79.8","3.2","112","10.1","6.4","15.4","33.2","590"
"588","Pohjois- ja Itä-Suomi","X2011","2436","2.09","25000","41.9","80.1","2.8","112","9.4","6.4","16.8","33.8","587"
"589","Pohjois- ja Itä-Suomi","X2012","2589","2.04","25100","42.1","80.2","3","112","9.5","6.4","17","34.6","654"
"590","Pohjois- ja Itä-Suomi","X2013","2324","1.99","25000","42.4","80.4","2.7","133","9.9","6.4","15.2","35.2","663"
"591","Pohjois- ja Itä-Suomi","X2014","2414","1.92","25300","43.8","80.7","2.4","138","10","6.4","16.3","36.8","638"
"592","Pohjois- ja Itä-Suomi","X2015","2452","1.81","25800","44.4","81.1","2.1","138","10.4","6.4","16","36.7","627"
"593","Pohjois- ja Itä-Suomi","X2016","2559","1.73","26400","44.5","81","2.4","138","10.2","6.4","15","37.5","618"
"594","Pohjois- ja Itä-Suomi","X2017","2722","1.63","27200","46.2","81.1","1.5","138","9.6","6.4","14.1","39.1","621"
"595","Praha","X2009","11602","1.41","45000","57.1","79.1","4.6","11","3.1","2516.5","4.6","30.3","653"
"596","Praha","X2010","11514","1.43","45500","59.1","79.3","4.2","11","3.7","2536","4","34.7","630"
"597","Praha","X2011","11724","1.35","45800","57","79.7","3.7","11","3.6","2550.2","4.6","37.5","622"
"598","Praha","X2012","10774","1.38","45900","58.2","79.7","6","11","3.1","2563.5","6.2","37.5","845"
"599","Praha","X2013","10950","1.36","46700","57.7","80.1","5.1","11","3.1","2564.9","4.4","38.4","856"
"600","Praha","X2014","11130","1.45","48400","57.3","80.3","5.9","11","2.5","2577.6","5.3","40.3","757"
"601","Praha","X2015","11868","1.47","53300","55.8","80.3","5.1","11","2.8","2604.7","5.2","40.5","797"
"602","Praha","X2016","12990","1.49","53600","58.5","80.6","3.9","44","2.2","2626.8","7.4","43.3","795"
"603","Praha","X2017","15386","1.55","56200","60.2","80.8","3.8","44","1.7","2654.7","6.2","45.6","787"
"604","Principado de Asturias","X2009","1310","1.08","22300","42.3","81.3","1.4","394","13.4","101.8","13","32.1","2456"
"605","Principado de Asturias","X2010","1350","1.04","22400","42.5","81.5","1.1","394","15.9","101.8","11.5","32.8","2434"
"606","Principado de Asturias","X2011","1334","1.05","22100","45","81.7","0.8","390","17.8","101.7","14.1","35.1","2523"
"607","Principado de Asturias","X2012","1306","1.06","21800","44.9","81.8","3.3","408","21.8","101.3","13","35.9","2668"
"608","Principado de Asturias","X2013","1034","0.96","21200","45.6","82.5","4.2","433","24.1","100.5","14.1","37.7","2688"
"609","Principado de Asturias","X2014","1063","0.99","21700","47.8","82.5","5.1","454","21.1","99.8","16.7","38.7","2754"
"610","Principado de Asturias","X2015","1118","1.01","23000","48.3","82.4","6.9","454","19.1","99","16.7","39.6","2738"
"611","Principado de Asturias","X2016","1282","1.04","23100","48.9","82.6","3.9","453","17.6","98.2","13.4","40.7","2732"
"612","Principado de Asturias","X2017","1405","1.03","24500","51","82.8","3.5","454","13.7","97.6","12.6","41.6","2938"
"613","Provincia Autonoma di Bolzano/Bozen","X2009","51","1.57","36500","31.6","83.2","1.4","211","2.9","67.4","8.2","11.4","10235"
"614","Provincia Autonoma di Bolzano/Bozen","X2010","54","1.63","37600","31.3","83.4","1.5","212","2.7","67.9","7.3","12.6","10227"
"615","Provincia Autonoma di Bolzano/Bozen","X2011","59","1.62","38700","31","83.7","1.6","212","3.3","68.3","8.5","12.8","10266"
"616","Provincia Autonoma di Bolzano/Bozen","X2012","37","1.67","40600","30.6","83.3","4","212","4.1","68.8","9.1","13.6","10196"
"617","Provincia Autonoma di Bolzano/Bozen","X2013",NA,"1.65","40300","31.1","83.9","2.2","212","4.4","69.3","9","14.8","9675"
"618","Provincia Autonoma di Bolzano/Bozen","X2014",NA,"1.74","40600","32.7","84","3.3","212","4.4","70.2","5.4","16.2","9946"
"619","Provincia Autonoma di Bolzano/Bozen","X2015",NA,"1.7","42300","31.7","83.6","5.3","212","3.8","70.5","6.4","16.3","10043"
"620","Provincia Autonoma di Bolzano/Bozen","X2016",NA,"1.76","43100","31.8","84.1","2.4","212","3.7","70.9","6","16.5","10107"
"621","Provincia Autonoma di Bolzano/Bozen","X2017",NA,"1.74","42900","32.1","84.3","2.5","212","3.1","71.4","6","16.8","10216"
"622","Puglia","X2009","3954","1.35","16600","26.6","81.9","11.9","313","12.6","210.8","27","11.2","3907"
"623","Puglia","X2010","5045","1.35","16900","26.3","82.5","11.5","313","13.5","211.1","27.4","11.6","4106"
"624","Puglia","X2011","5811","1.32","17300","26.9","82.5","20.4","313","13.2","211.1","30.3","11.6","4689"
"625","Puglia","X2012","5860","1.3","17700","26.5","82.7","34","313","15.7","211.1","29.6","12.4","4807"
"626","Puglia","X2013","5574","1.28","17100","26.6","83.1","24.7","313","19.7","208.3","29.6","13.2","5025"
"627","Puglia","X2014","5822","1.28","17200","27.3","83.2","23.2","313","21.5","213.1","25.8","14","5296"
"628","Puglia","X2015","6201","1.24","18000","26.4","82.8","26.9","313","19.7","212.8","30.3","13.3","5702"
"629","Puglia","X2016","6628","1.25","18400","26.1","83.5","19.8","313","19.4","212.1","27.4","13.3","6304"
"630","Puglia","X2017","6984","1.24","18700","27.6","83.1","15.1","313","18.8","210.2","26.2","14","6883"
"631","Región de Murcia","X2009","1631","1.62","20300","30","81.1","8.2","517","20.3","128.2","29.1","24.4","653"
"632","Región de Murcia","X2010","1348","1.59","20200","30.4","81.9","15","527","22.9","129","29.8","24.4","656"
"633","Región de Murcia","X2011","1263","1.56","19700","31.9","82","5.8","533","25","129.4","25.8","25.3","654"
"634","Región de Murcia","X2012","1181","1.53","19800","31.8","81.9","9.1","542","27.6","129.5","25.2","26.3","693"
"635","Región de Murcia","X2013","1139","1.51","19700","33.6","82.7","9","569","29","129.5","26.8","28.2","470"
"636","Región de Murcia","X2014","1094","1.56","20200","32.5","82.8","11.8","569","26.6","129.5","37.2","27.1","478"
"637","Región de Murcia","X2015","1066","1.57","21800","34.1","82.5","9","572","24.6","129.7","31.8","27.9","496"
"638","Región de Murcia","X2016","1095","1.56","22000","34.4","82.9","9.5","573","19.8","130","28.9","28.4","504"
"639","Región de Murcia","X2017","1195","1.55","22700","34.8","82.6","6.2","596","18","130.4","30.1","29.9","518"
"640","Sardegna","X2009","6378","1.17","19700","27.5","81.6","10.5",NA,"13.2","68.7","21.6","11.8","3636"
"641","Sardegna","X2010","6363","1.19","19800","26.2","82.3","7.6",NA,"14","68.7","18.3","12.4","3914"
"642","Sardegna","X2011","6988","1.17","20000","27.7","82.3","10",NA,"13.5","68.6","23","13","4029"
"643","Sardegna","X2012","6935","1.15","20300","28.3","82.3","8.7",NA,"15.4","68.6","19.8","14","4104"
"644","Sardegna","X2013","7101","1.11","19500","27.2","82.8","13.6",NA,"17.5","68.6","21.3","14","4255"
"645","Sardegna","X2014","7350","1.1","19500","25.7","83.2","14.7",NA,"18.6","69.6","25.9","13.1","4532"
"646","Sardegna","X2015","7602","1.09","20700","28.5","82.8","14.5",NA,"17.4","69.5","25.5","14.7","4637"
"647","Sardegna","X2016","7569","1.07","20600","28.9","83.3","9.5",NA,"17.3","69.3","26.4","15","4787"
"648","Sardegna","X2017","8313","1.06","20900","29.3","83.2","9",NA,"17","69.3","29.6","16.2","4844"
"649","Severoiztochen","X2009","1212","1.73","8700","27.9","73.2","41.4","84","10.4","67.2","23.3","21.2","492"
"650","Severoiztochen","X2010","1200","1.61","9100","27.6","73.1","48.1","84","14.6","67.7","24.2","21.5","483"
"651","Severoiztochen","X2011","1165","1.55","9600","28.9","73.9","45.8","84","15.4","66.7","26","22.3","486"
"652","Severoiztochen","X2012","1210","1.52","10200","28.7","74","46.7","84","18.2","66.3","24","22.5","528"
"653","Severoiztochen","X2013","1302","1.49","10100","31.4","74.6","49.8","91","16.8","66.1","25.8","25.2","575"
"654","Severoiztochen","X2014","1372","1.51","10900","33.5","74.4","39","91","12.6","66.5","23.1","27","596"
"655","Severoiztochen","X2015","1382","1.47","11300","32.4","74.4","40.6","95","10.3","65.5","25","25.4","623"
"656","Severoiztochen","X2016","1669","1.51","11400","32.7","74.8","37","95","9.7","64.7","25","25.5","663"
"657","Severoiztochen","X2017","1947","1.48","11800","32.6","74.7","36.4","95","9.4","64.3","23.7","26.9","709"
"658","Severovýchod","X2009","43","1.55","17000","32.4","77.9","4.9","26","7.3","122.8","6.9","12.8","2152"
"659","Severovýchod","X2010","59","1.55","17300","33.6","78.1","3.8","26","7","123","7.8","13.5","2025"
"660","Severovýchod","X2011","59","1.45","17900","31.1","78.2","6.1","26","6.6","123.1","7.9","14.8","2087"
"661","Severovýchod","X2012","124","1.49","17900","30.9","78.3","5.1","26","8","123.1","8.2","15","2507"
"662","Severovýchod","X2013","179","1.48","18300","32.4","78.6","4.9","26","8.3","123","8.8","16.8","2466"
"663","Severovýchod","X2014","145","1.55","19600","33.9","79.3","5.3","26","6.3","122.9","9.4","17.9","2235"
"664","Severovýchod","X2015","54","1.6","20800","33.4","79.1","2.3","26","5.2","123","7.4","18.2","2288"
"665","Severovýchod","X2016","28","1.69","21300","34.5","79.6","3.2","34","4","123.1","7.7","18.9","2290"
"666","Severovýchod","X2017","85","1.7","22600","35.4","79.5","1.5","39","2.8","123.2","8","20.3","2250"
"667","Severozápad","X2009","62","1.59","16700","27.7","75.6","9.8","53","10.3","133.8","11.6","8.4","777"
"668","Severozápad","X2010","68","1.57","16300","28.2","75.8","9.3","53","11.1","133.7","14.6","9","714"
"669","Severozápad","X2011","96","1.49","16700","26.4","76.3","9.8","57","9.5","133.5","17.1","9.9","778"
"670","Severozápad","X2012","101","1.44","16800","27.1","76.5","11.6","57","10.7","133.3","14.5","11.9","1023"
"671","Severozápad","X2013","101","1.46","16900","27.8","76.4","13.4","56","9.6","133","12.9","12.5","1001"
"672","Severozápad","X2014","82","1.52","17600","28.9","77","13.5","56","8.7","132.7","14.1","14.3","885"
"673","Severozápad","X2015","35","1.56","18800","28.5","76.9","12.1","56","7.3","132.4","16","13.4","939"
"674","Severozápad","X2016","19","1.62","18200","28.9","77.2","9.8","128","5.2","132.1","15","14.2","946"
"675","Severozápad","X2017","20","1.67","19000","29.3","77.1","9.2","128","3.4","131.9","13.7","14.3","947"
"676","Sicilia","X2009","11444","1.45","17400","28.3","80.7","18.5","654","13.8","196.5","38.5","12.5","4329"
"677","Sicilia","X2010","12453","1.44","17400","27.8","81.4","19.5","654","14.6","196.8","38.6","12.4","4768"
"678","Sicilia","X2011","13300","1.42","17400","27.1","81.2","25.7","654","14.3","196.9","44.6","12.1","4849"
"679","Sicilia","X2012","12427","1.42","17500","27.2","81.4","35.9","654","18.4","196.8","41.9","13","4979"
"680","Sicilia","X2013","12722","1.36","17000","27.9","81.9","28.9","662","21","195.4","40.9","13.4","5669"
"681","Sicilia","X2014","13854","1.38","16600","27.5","82.2","26","662","22.2","200.5","40.1","13.3","5931"
"682","Sicilia","X2015","14038","1.35","17300","27.7","81.7","27.3","678","21.4","200.1","42.3","13.2","5875"
"683","Sicilia","X2016","15284","1.33","17500","27.1","82.4","26.1","681","22.1","199.4","41.8","13.1","6135"
"684","Sicilia","X2017","16749","1.35","17700","27.3","81.8","20.3","681","21.5","196.2","41.3","13.6","6750"
"685","Sjælland","X2009","8","1.93","20900","40.9","78.3","1.4","260","5.3","112.9","9.1","27.3","140"
"686","Sjælland","X2010","9","2","22500","40.2","78.5","2.8","260","6.8","112.8","10.7","26.8","142"
"687","Sjælland","X2011","13","1.83","22700","40.8","78.9","3","260","7.2","113.4","11","27.3","147"
"688","Sjælland","X2012","10","1.77","23200","42.3","79.5","5.6","260","6.4","113.2","13.1","27.7","145"
"689","Sjælland","X2013","10","1.73","23200","43.2","79.7","4.8","267","6.8","113.1","9","28.8","144"
"690","Sjælland","X2014","7","1.75","23800","42.9","80","4","267","6.3","113.3","10.8","29","144"
"691","Sjælland","X2015","8","1.82","25700","42.9","80.2","2.8","267","5.9","114.1","7.8","29.8","143"
"692","Sjælland","X2016","8","1.89","25400","42.3","80.2","1.9","267","6.2","117.3","10.8","29.3","146"
"693","Sjælland","X2017","7","1.83","26300","45.4","80.2","3.6","270","5.4","117.8","10.9","31.5","150"
"694","Småland med öarna","X2009","609","1.99","25100","36.1","81.8","1.8","191","8.1","24.3","15.3","26.3","559"
"695","Småland med öarna","X2010","637","2.05","26800","36.4","81.8","1.6","194","7.9","24.3","13","26.3","561"
"696","Småland med öarna","X2011","696","1.97","28100","38.6","81.9","0.3","194","7.1","24.4","15.1","27.5","563"
"697","Småland med öarna","X2012","707","2.01","28700","39.6","81.9","1.9","194","7.4","24.6","13.3","28.4","559"
"698","Småland med öarna","X2013","737","1.97","28600","40.3","82.2","1.3","194","7.1","24.7","17.7","29.2","581"
"699","Småland med öarna","X2014","799","1.99","29000","41.6","82.7","0.4","194","6.7","24.8","17.6","31.2","575"
"700","Småland med öarna","X2015","840","1.96","30800","43.3","82.4","2.1","194","6","25","16.2","32.9","568"
"701","Småland med öarna","X2016","875","1.98","30500","44.7","82.7","0.9","194","6.2","25.4","18","34","582"
"702","Småland med öarna","X2017","984","1.91","31300","45.1","82.6","1.9","197","5.5","25.7","12.9","33.8","579"
"703","Sør-Østlandet","X2009","2441","1.9","26700","40.7","80.3","3.1","151","3.4","27.3","11","30.8","431"
"704","Sør-Østlandet","X2010","2990","1.85","27200","41.3","80.8","2.9","165","3.7","27.6","11.9","30.6","427"
"705","Sør-Østlandet","X2011","3005","1.82","27500","46","81.1","2.8","172","3.6","27.9","9","32.1","427"
"706","Sør-Østlandet","X2012","3412","1.78","28900","46.9","81.1","1.4","169","3.5","28.4","8.9","34","407"
"707","Sør-Østlandet","X2013","3695","1.72","28900","46.6","81.3","1.9","183","3.9","28.6","10.6","34.7","514"
"708","Sør-Østlandet","X2014","3544","1.78","29200","48.9","81.7","1.5",NA,"4.1","28.9","11.6","36.3","485"
"709","Sør-Østlandet","X2015","3146","1.67","29400","49.8","82.3","1.5","222","4.5","29.1","11.8","37.2","464"
"710","Sør-Østlandet","X2016","2612","1.65","28400","50.2","82.1","1.8","222","5.1","28.9","12.2","37.1","455"
"711","Sør-Østlandet","X2017","1944","1.6",NA,"49","82.2","1.5","229","4.4","29.1","9.2","35.6","421"
"721","Stockholm","X2009","18031","1.94","43500","57.6","82.1","2.3","297","6.8","306.8","11.3","41.9","386"
"722","Stockholm","X2010","18998","1.98","44200","58.3","82","2.1","296","7.2","312.4","11.2","42.3","397"
"723","Stockholm","X2011","21241","1.88","46400","58.9","82.3","2.1","297","6.6","318","11.7","43.7","407"
"724","Stockholm","X2012","21983","1.87","47500","59.1","82.4","2.4","297","6.8","323.2","11.1","44.4","411"
"725","Stockholm","X2013","22956","1.88","46800","60.2","82.8","1.9","304","6.9","328.7","12.7","45.7","410"
"726","Stockholm","X2014","24809","1.84","48300","62","82.7","1.9","308","7.1","334.1","11.6","47.6","415"
"727","Stockholm","X2015","25649","1.81","51400","62.7","82.7","1","310","7","339.4","12.3","48.7","422"
"728","Stockholm","X2016","27209","1.78","50000","64.2","82.9","0.9","309","6.5","344.9","12","50.4","428"
"729","Stockholm","X2017","29130","1.71","49700","64.9","83.1","0.7","313","6.3","350.8","12.4","51","439"
"730","Sud-Est","X2009",NA,"1.35","9700","19.1","73.4","31.1","1","7.5","90.5","21.9","10","1311"
"731","Sud-Est","X2010",NA,"1.32","10000","18.4","73.4","38.4","1","8.2","89.9","27.8","10.3","1385"
"732","Sud-Est","X2011",NA,"1.34","10700","20.2","74.1","35.2","1","9.6","89.6","29.2","11.4","974"
"733","Sud-Est","X2012",NA,"1.6","12300","20.5","73.8","36.8","74","9.4","81.1","31.9","12.3","735"
"734","Sud-Est","X2013",NA,"1.57","13000","20.4","74.5","38.7","74","9.5","80.7","32.2","12.4","1093"
"735","Sud-Est","X2014",NA,"1.67","13600","20.5","74.2","34.4","74","10.4","80.2","34","12","1103"
"736","Sud-Est","X2015",NA,"1.72","13900","21","74.7","32","74","9","79.6","32.4","12.9","1135"
"737","Sud-Est","X2016",NA,"1.77","14500","22.3","74.4","29.9","74","7.7","78.9","31.2","12.9","1151"
"738","Sud-Est","X2017",NA,"1.82","15800","21.9","74.7","25.8","74","6.5","72.3","29.6","12.7","1252"
"739","Sud-Vest Oltenia","X2009",NA,"1.26","9100","18.3","73.3","38.1","0","6.8","79.1","37.3","13","283"
"740","Sud-Vest Oltenia","X2010",NA,"1.2","9300","17.6","73.7","32.7","0","7.3","78.6","29.1","12.6","305"
"741","Sud-Vest Oltenia","X2011",NA,"1.27","9200","18.5","74.5","31.7","0","6.6","78.2","28.1","13.1","377"
"742","Sud-Vest Oltenia","X2012",NA,"1.48","10800","18.5","74.4","32.6","0","6.1","72","31.2","13.7","386"
"743","Sud-Vest Oltenia","X2013",NA,"1.39","10700","19.7","75.1","27.1","0","7","71.7","28.2","14.3","396"
"744","Sud-Vest Oltenia","X2014",NA,"1.47","10800","20.6","74.8","25.3","0","6.5","71.1","28.3","15.1","417"
"745","Sud-Vest Oltenia","X2015",NA,"1.51","11800","22.9","75","20.8","0","10.1","70.4","32.1","16.7","408"
"746","Sud-Vest Oltenia","X2016",NA,"1.52","12500","23.9","75.7","24.4","0","9.9","69.7","34.2","16.8","427"
"747","Sud-Vest Oltenia","X2017",NA,"1.58","13600","22.4","75.6","22","0","7.7","68.4","33.4","16.1","487"
"748","Syddanmark","X2009","2391","1.96","27700","37.1","79","2.9","329","6","98.3","14.4","26","298"
"749","Syddanmark","X2010","2665","2","29400","38.7","79.4","2.2","329","7.6","98.3","11.5","27.5","296"
"750","Syddanmark","X2011","2796","1.85","30300","38.6","79.9","1.4","336","7.7","97.5","13.3","27.5","308"
"751","Syddanmark","X2012","2793","1.84","30400","40.2","80.3","1","372","7.9","98","11.3","29.2","305"
"752","Syddanmark","X2013","2911","1.81","31100","41.1","80.6","2.7","377","7.2","98.1","10.9","28.6","305"
"753","Syddanmark","X2014","2961","1.77","32100","42","80.8","3.8","377","6.7","98.2","13.2","29.8","305"
"754","Syddanmark","X2015","2999","1.79","33400","42","81.1","3.5","377","6.1","98.6","13","30.7","306"
"755","Syddanmark","X2016","3209","1.84","33200","41.2","81.2","2.4","378","6.3","101.3","11.3","30.7","312"
"756","Syddanmark","X2017","3499","1.82","34300","44.1","81.3","3.2","379","6.1","101.7","12.3","32.7","315"
"757","Sydsverige","X2009","2082","1.92","25900","45.9","81.7","2.1","307","8.7","98.4","16.7","34.9","492"
"758","Sydsverige","X2010","2178","1.95","27300","47.4","81.7","2.1","320","8.8","99.4","19","35.9","489"
"759","Sydsverige","X2011","2570","1.89","27800","47.5","82.1","3","329","9.2","100.2","17.1","36.3","493"
"760","Sydsverige","X2012","2729","1.9","28500","48","81.6","2.1","333","9.4","101.5","18.6","36.6","487"
"761","Sydsverige","X2013","2753","1.88","28500","49","82","3.7","342","9.9","102.2","20.2","37.9","508"
"762","Sydsverige","X2014","2699","1.88","29300","49.9","82.2","1.9","356","10","103.2","16.9","38.9","513"
"763","Sydsverige","X2015","2801","1.83","31100","51.9","82.4","1.7","361","9.5","104.4","18.9","40.9","506"
"764","Sydsverige","X2016","2870","1.84","30400","54.9","82.4","1.1","361","8.4","105.9","19.1","42.8","503"
"765","Sydsverige","X2017","2835","1.78","31300","56","82.4","1.6","365","8.4","107.5","19.9","44.4","493"
"766","Toscana","X2009","5676","1.39","27800","33.5","82.5","3.8","436","5.8","161.1","9.6","14.9","11410"
"767","Toscana","X2010","5773","1.42","28000","32.4","82.9","5.1","436","6","161.7","11.5","15.3","11643"
"768","Toscana","X2011","6403","1.4","28700","33.7","83.1","7.8","436","6.3","161.9","12.4","16.2","12051"
"769","Toscana","X2012","6322","1.41","29000","33.5","82.9","9.3","448","7.8","162.4","11.4","16.9","12415"
"770","Toscana","X2013","6435","1.35","28300","32.6","83.4","4.8","448","8.7","161.9","12.1","17","12653"
"771","Toscana","X2014","6838","1.35","28900","32.8","83.8","7.3","448","10.1","165.6","11.6","17.4","12867"
"772","Toscana","X2015","7201","1.3","29900","33.9","83.1","8.9","463","9.2","165.4","9.6","19.3","13217"
"773","Toscana","X2016","7480","1.3","30600","34.2","83.9","7","462","9.5","165.2","9.6","20.3","13685"
"774","Toscana","X2017","7871","1.28","30900","34.8","83.7","6.8","462","8.6","164","12.9","20.7","14011"
"775","Trøndelag","X2009","3419","2","29000","42","81.3","2.7","0","3.7","10.8","12.1","35.6","205"
"776","Trøndelag","X2010","3505","2.01","30800","42.8","81.4","1.8","0","3.6","10.9","15.5","37","204"
"777","Trøndelag","X2011","3902","1.89","31400","47.4","81.5","1.6","0","3.5","11.1","14","38.3","195"
"778","Trøndelag","X2012","4194","1.84","33600","47.9","82.1","2.4","0","3.3","11.2","13.5","37.6","191"
"779","Trøndelag","X2013","4343","1.84","34300","48","82.1","1.9","0","2.6","11.4","14.9","37.9","279"
"780","Trøndelag","X2014","4393","1.79","34800","50.9","82.3","0.9",NA,"3.8","11.5","12","40.7","270"
"781","Trøndelag","X2015","4328","1.74","34900","53.8","83.1","2.9","0","3.7","11.6","13.3","44","245"
"782","Trøndelag","X2016","4398","1.72","34300","52.1","82.8","1.1","0","4","11.5","11.9","43.2","239"
"783","Trøndelag","X2017","4401","1.63",NA,"51.7","82.6","2.4","0","2.9","11.7","14.7","42.8","232"
"784","Umbria","X2009","118","1.39","24100","32.1","82.8","4.3","59","6.6","106.4","11.9","15.9","3684"
"785","Umbria","X2010","108","1.42","24500","31.5","82.9","4.1","59","6.6","106.9","11.8","16.8","3790"
"786","Umbria","X2011","171","1.4","24700","32.8","83.3","5.7","59","6.4","107.1","12.9","16.8","3849"
"787","Umbria","X2012","196","1.39","24300","33.3","82.9","10","59","9.5","107.2","11.9","18.8","3878"
"788","Umbria","X2013","212","1.37","23500","33.9","83.3","8.6","59","10.3","105.3","14.8","20.2","3900"
"789","Umbria","X2014","204","1.32","23200","34","84","5.2","59","11.3","108.5","16.5","20.1","3926"
"790","Umbria","X2015","280","1.27","24500","33.4","83.2","10.4","59","10.4","108.2","18.4","19.8","4002"
"791","Umbria","X2016","218","1.26","24700","34.6","84.1","8.5","59","9.6","107.9","15.5","20.7","4025"
"792","Umbria","X2017","247","1.24","24800","34.7","83.9","6.1","59","10.5","106.8","11.1","21.2","3998"
"793","Valle d'Aosta/Vallée d'Aoste","X2009",NA,"1.63","33300","28.6","81.9","1.5","114","4.5","39.1","9.3","10.8","982"
"794","Valle d'Aosta/Vallée d'Aoste","X2010",NA,"1.63","34900","28.3","82.1","2.2","114","4.5","39.1","9.2","11","1017"
"795","Valle d'Aosta/Vallée d'Aoste","X2011",NA,"1.6","35600","29.9","82.5","4.9","114","5.3","39.1","8.5","12.2","1031"
"796","Valle d'Aosta/Vallée d'Aoste","X2012",NA,"1.57","36400","31.1","82.7","8.3","114","7.1","39.3","9.7","14.5","1058"
"797","Valle d'Aosta/Vallée d'Aoste","X2013",NA,"1.44","34200","31.4","83","9.2","114","8.3","39.3","9.5","16.1","1086"
"798","Valle d'Aosta/Vallée d'Aoste","X2014",NA,"1.54","34200","29.9","82.9","9.4","114","8.9","39.7","8.4","15.2","1116"
"799","Valle d'Aosta/Vallée d'Aoste","X2015",NA,"1.4","35000","29.5","81.6","9.4","114","8.9","39.5","7","15.5","1148"
"800","Valle d'Aosta/Vallée d'Aoste","X2016",NA,"1.41","34900","30.3","83","7.3","114","8.7","39.2","14.6","15.8","1192"
"801","Valle d'Aosta/Vallée d'Aoste","X2017",NA,"1.35","35700","32.8","82.8","7.3","114","7.8","39","13.8","18","1223"
"802","Västsverige","X2009","4418","1.95","28800","43.3","81.7","2.1","454","8.6","63.2","12.8","31.8","663"
"803","Västsverige","X2010","4849","2.01","30500","43.9","81.7","1.7","467","8.7","63.7","15.1","33","660"
"804","Västsverige","X2011","5679","1.89","31600","46.4","82","1.4","473","7.4","64.1","16.5","34.1","671"
"805","Västsverige","X2012","5669","1.9","32000","48.1","82","1.9","517","7.7","65","14.6","35.4","670"
"806","Västsverige","X2013","5867","1.88","32200","49.2","82.1","1.8","542","8","65.5","15.1","36.5","709"
"807","Västsverige","X2014","5968","1.88","33000","50.3","82.4","0.6","543","7.6","66.1","16.8","38.8","699"
"808","Västsverige","X2015","6167","1.82","35400","50.7","82.5","0.7","568","6.6","66.8","16.7","39.2","683"
"809","Västsverige","X2016","6378","1.85","34800","51.8","82.4","0.7","568","6.5","67.7","17.4","40","685"
"810","Västsverige","X2017","6764","1.76","35700","52.4","82.5","1","570","6","68.6","17","40.6","684"
"811","Veneto","X2009","11472","1.49","28800","31.9","82.7","3.9","525","4.7","275.2","10.1","13.1","50463"
"812","Veneto","X2010","11958","1.5","29400","32.3","82.9","4.1","525","5.7","275.8","11.7","13.9","53483"
"813","Veneto","X2011","12978","1.48","30400","32.4","83.1","4.1","525","4.9","276.2","11.1","14.1","55892"
"814","Veneto","X2012","13635","1.48","30200","31.6","83","4.2","556","6.4","277","12","13.8","56631"
"815","Veneto","X2013","13230","1.42","29800","31.7","83.4","3.8","556","7.6","266.4","10.3","14.9","55366"
"816","Veneto","X2014","13444","1.41","30200","31.5","83.8","4.7","576","7.5","280.4","11.6","15.4","52766"
"817","Veneto","X2015","13678","1.38","31600","33.3","83.3","3.6","590","7.1","280.1","10.9","15.9","53428"
"818","Veneto","X2016","15009","1.38","32700","35.2","83.9","5","588","6.8","279.5","12.2","16.2","56287"
"819","Veneto","X2017","16429","1.36","33500","35.9","83.9","4.1","588","6.3","282.8","10.4","17.9","62945"
"820","Vest","X2009","981","1.26","13300","23.7","73.1","20.6","0","6","60.9","16.1","14.3","474"
"821","Vest","X2010","1159","1.22","13900","24","73.3","22.8","0","6","60.7","20.3","14","497"
"822","Vest","X2011","1228","1.21","14100","24.6","74.1","20.4","0","5.7","60.5","20.5","14.5","513"
"823","Vest","X2012","1043","1.33","15200","23.9","74.3","26.4","69","5.1","57.8","25.8","15.1","574"
"824","Vest","X2013","755","1.27","15100","21.7","74.8","28.8","130","5.2","57.6","22.7","14.2","590"
"825","Vest","X2014","733","1.39","15300","21.2","74.6","22.7","131","4.8","57.4","27.5","13.5","575"
"826","Vest","X2015","923","1.47","16900","25.1","74.5","16.4","195","5.4","57.2","19.8","16.1","629"
